id,legacy_id,name,type,sub_type,neighborhood,city,state,country,lat,lon,image,description,source,curation_status,notes
LC-0066,CH-0066,Camelódromo,Local,Comércio,São José,Recife,Pernambuco,Brasil,,,http://jconlineimagem.ne10.uol.com.br/imagem/noticia/2017/06/07/normal/8e1ddc30cac1dd8df684d4c9896dbb7d.jpg,"Camelodromo é um comércio localizado em São José, no Recife/Pernambuco. Relaciona-se a Jarbas Vasconcelos e Avenida Dantas Barreto, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Camelodromo funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
FH-0067,CH-0067,Cangaço,Fato Histórico,Ambiente,,Pernambuco,Pernambuco,Brasil,,,,"O Cangaço foi um fenômeno social de banditismo armado que ocorreu no sertão do Nordeste brasileiro, com maior incidência entre o fim do século XIX e meados do século XX, sobretudo nas décadas de 1920 e 1930. Bandos percorriam o sertão atravessando estados, entre eles Pernambuco, realizando saques e enfrentando volantes policiais, muitas vezes interpretados como reação às graves desigualdades sociais e à ausência do Estado. Seu representante mais célebre foi o pernambucano Virgulino Ferreira da Silva, o Lampião, o 'Rei do Cangaço', morto em emboscada em 28 de julho de 1938.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0068,CH-0068,Capela Dourada,Local,Igreja,Santo Antônio,Recife,Pernambuco,Brasil,,,,"A Capela Dourada, ou Capela dos Noviços da Ordem Terceira de São Francisco, integra o complexo do Convento e Igreja de Santo Antônio, no bairro de Santo Antônio, Recife. Sua pedra fundamental foi lançada em 1696 e as obras se estenderam até 1724, durante o apogeu econômico açucareiro de Pernambuco. É considerada um dos principais exemplares do barroco no Brasil, com interior inteiramente revestido por talhas de cedro douradas a ouro.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
FH-0069,CH-0069,Capitanias Hereditárias,Fato Histórico,Ambiente,,Pernambuco,Pernambuco,Brasil,,,,"As Capitanias Hereditárias foram um sistema administrativo implantado pela Coroa portuguesa no século XVI para organizar a colonização do Brasil. Pernambuco tornou-se uma das capitanias mais prósperas, especialmente pela produção açucareira e pela atuação de donatários e famílias colonizadoras. O sistema ajuda a entender a formação territorial, econômica e política do Nordeste colonial. o registro se conecta a Duarte Coelho Pereira e Jerônimo de Albuquerque, personagens fundamentais para compreender a ocupação portuguesa, a expansão dos engenhos e a consolidação inicial da sociedade colonial pernambucana.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0071,CH-0071,Capunga,Local,Bairro,Graças,Recife,Pernambuco,Brasil,,,https://c3.staticflickr.com/3/2276/2155200184_dcba87b28c_z.jpg?zz=1,"Ao contrário de outros bairros recifenses, em grande parte originários de primitivos engenhos de açúcar, a Capunga e as Graças têm origem em loteamentos desenvolvidos no século XIX, na área do primitivo sítio que começava na Camboa do Manguinho (Parque do Amorim) e se estendia até à margem do Capibaribe, em área limitada pela Estrada do Manguinho (Avenida Rui Barbosa), Rua da Baixa Verde e Rua da Ventura (Rua Joaquim Nabuco). O sítio veio a ser dividido em dois, denominados de “Capunga Velha” (que tinha por eixo a atual Rua Joaquim Nabuco) e “Capunga Nova”, com início nos Quatro Cantos e tendo por eixo a atual Rua das Pernambucanas.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
FH-0515,CH-0515,Carnaval de Olinda,Fato Histórico,Evento,,Olinda,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
FH-0516,CH-0516,Carnaval de Pernambuco,Fato Histórico,Evento,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0517,CH-0517,Casa Armorial,Local,Museu,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html ; https://conjuntosurbanospe.com.br/conjuntos-urbanos/recife-olinda/,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0075,CH-0075,Casa da Cultura,Local,Museu,São José,Recife,Pernambuco,Brasil,,,,"A Casa da Cultura de Pernambuco funciona no edifício da antiga Casa de Detenção do Recife, no bairro de São José, considerada a maior prisão do Brasil no século XIX e o primeiro presídio de planta radial da América do Sul. Inaugurada como cadeia em 25 de abril de 1855 e concluída em 1867, operou como penitenciária por cerca de 118 anos. Em 14 de abril de 1976 o prédio foi reaberto como centro cultural, e hoje suas antigas celas abrigam lojas de artesanato e o comércio típico regional.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0076,CH-0076,Casa de Banhos,Local,Bar/Restaurante,Recife Antigo,Recife,Pernambuco,Brasil,,,,"Casa de Banhos é um bar localizado em Recife Antigo, no Recife/Pernambuco. Relaciona-se a Rio Capibaribe, Rio Beberibe e Bacia do Pina, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Casa de Banhos funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0431,CH-0431,Casa de Clarice Lispector,Local,Sítio Histórico,Boa Vista,Recife,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gzsqwy0ADuxDS4uQdLB8kZ0dpAXSeeDcnInQS4cvdkObSlJIgCCpgiJobWx6aihEvllYNtYtJpgXyTBrVM28bpJfha-xQQazCjAUdQNPXJKaUD2ivs6Ghd2LEkzSZdrV7QNL7phbH4VZ9oMiVD886FkhtYOXEvK3BesxO80vyxTiAlRdLPrMNQWfeTY9IPXPVXvDw_y4UtUCQ?fife=s16383,"A edificação de três pavimentos está localizada na esquina da Travessa do Veras com a Rua do Aragão, em frente à Praça Maciel Pinheiro, no bairro da Boa Vista, centro do Recife. Com traços coloniais, o prédio tem idade estipulada em 150 a 180 anos. Em ruínas, o imóvel está vandalizado, com buracos no telhado e portas vedadas com gesso. O piso superior não existe mais e a calçada serve de depósito de garrafões de água. Uma intervenção artística colou uma imagem da ucraniana na parede lateral. Foi no Recife, quando vivia no sobrado, que Clarice Lispector aprendeu a ler. No Grupo Escolar João Barbalho, no bairro da Boa Vista, a autora tinha entre seus amigos de sala de aula Leopoldo Nachbin, que viria a se tornar um relevante matemático brasileiro e é citado na crônica “As grandes punições”, escrita por ela na década de 60. No texto “banhos de mar”, ela relata o prazer que tinha em tomar banho nas águas de Olinda, Região Metropolitana do Recife (RMR). A família saía de casa de madrugada, em jejum, e pegava o bonde ainda com o céu escuro.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0437,CH-0437,Casa do Carnaval - Anexo,Local,Museu,São José,Recife,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxUPmi1D2JLoskz1AtHxzTHHC4qO5_nCTFEcJBMKGV8_ONrYgNqaS7wGbPZlHbbAT6FYgMCjQyEr8hoBVBumn3Ijbfyt6_bPxW2O3wMGt-Z1gQvzSDFsArfvoiuJU92KlG2CbGCmDjo6qrix2muLCAe1Kl15nLlG-PWyfHpkus3p6o2AwjdZ2yETD6EJkMPTT5LUsI4oLykSg?fife=s16383,Espaço destinado a pesquisas sobre as manifestações da cultura popular com acervo de livros periódicos s teses cartas partituras fotografias notas de jornal entre outros documentos.,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0453,CH-0453,Casa dos Bonecos Gigantes do Alto da Sé,Local,Museu,,Pernambuco,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzzoeovRmhifriQ9_KHv4Po04fT36z47zayg4ArKz3CSpcReRh1ehmbbsWacoK4dacWT4eG0TFDzgDclmYkiyaAc6aaPH4s-al2uiJpJ9yenvmAX4uQDzFhHbXf1fGNVT_Lo7IQdpLWWbNMQhoEYssZESjP7F7TmrEzhX075wY2z644Xs6-OYku-zFnYGEkOSd4-jg7CFYI1Q?fife=s16383,"A Casa dos Bonecos Gigantes é um espaço museológico localizado no Alto da Sé, em Olinda, dedicado à preservação e exibição dos célebres bonecos gigantes que desfilam pelas ladeiras da cidade durante o Carnaval. O acervo reúne mais de uma centena de figuras de papel machê e fibra, entre elas representações de personagens tradicionais como o Homem da Meia-Noite, que abre oficialmente o Carnaval olindense. O local valoriza o trabalho dos artesãos da região e constitui um importante ponto de memória da cultura popular pernambucana.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0435,CH-0435,Casa-Museu Magdalena e Gilberto Freyre,Local,Museu,Casa Forte,Recife,Pernambuco,Brasil,,,https://www.youtube.com/embed/hqii4OX9VKA,No bairro de Apipucos onde o escritor Gilberto Freyre viveu por mais de 40 anos totalmente conservada com objetos móveis e livros exatamente na mesma posição de Gilberto Freyre.,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0077,CH-0077,Castelinho,Local,Museu,Boa Viagem,Recife,Pernambuco,Brasil,,,,"Castelinho é um museu localizado em Boa Viagem, no Recife/Pernambuco. O espaço se relaciona à formação cultural, educacional ou artística de Pernambuco e ajuda a preservar memórias, práticas e experiências coletivas. aparece associado a Avenida Domingos Ferreira, indicando sua função como registro de conhecimento, sociabilidade e produção cultural. o registro aproxima educação, patrimônio, cultura urbana e trajetórias históricas que atravessam a cidade.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0521,CH-0521,Catedral de Olinda,Local,Igreja,,Olinda,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html ; https://conjuntosurbanospe.com.br/conjuntos-urbanos/recife-olinda/ ; https://bibliotecadigital.iphan.gov.br/items/d5eea14e-e30c-4bea-b5af-4e26a37f296c,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
FH-0522,CH-0522,Celebrações Natalinas,Fato Histórico,Evento,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0079,CH-0079,Cemitério de Santo Amaro,Local,Cemitério,Santo Amaro,Recife,Pernambuco,Brasil,,,,"O Cemitério de Santo Amaro é um dos principais espaços funerários do Recife e um importante lugar de memória da cidade. Nele estão sepultadas figuras públicas, intelectuais, políticos, religiosos e personagens ligados à história pernambucana. Além da função funerária, o cemitério preserva arte tumular, inscrições, símbolos religiosos e marcas de diferentes períodos da vida urbana. conecta-se a Francisco do Rego Barros, ao Hospital Osvaldo Cruz e ao Cemitério dos Ingleses, formando um eixo entre saúde, morte, memória pública e patrimônio urbano.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0385,CH-0385,Cemitério dos Ingleses,Local,Cemitério,Boa Vista,Recife,Pernambuco,Brasil,,,,"Cemitério dos Ingleses é um cemitério localizado em Boa Vista, no Recife/Pernambuco. Relaciona-se a Abreu e Lima, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Cemitério dos Ingleses funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0398,CH-0398,Centro de Convenções,Local,Instituição,Santo Amaro,Recife,Pernambuco,Brasil,,,,"Centro de Convenções é uma instituição localizada em Santo Amaro, no Recife/Pernambuco. Sua presença na base indica a importância das instituições públicas, assistenciais, administrativas ou de saúde na organização da vida urbana de Pernambuco. O registro aparece associado a Moura Cavalcanti, permitindo observar como serviços, órgãos e edifícios institucionais estruturam bairros, fluxos e memórias coletivas. funciona como ponto de ligação entre gestão pública, cotidiano urbano e história social.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0415,CH-0415,Centro de Estudos e Sistemas Avançados do Recife (C.E.S.A.R),Local,Instituição,Recife Antigo,Recife,Pernambuco,Brasil,,,,"Centro de Estudos e Sistemas Avançados é uma instituição localizada em Recife Antigo, no Recife/Pernambuco. Sua presença na base indica a importância das instituições públicas, assistenciais, administrativas ou de saúde na organização da vida urbana de Pernambuco. O registro aparece associado a Praça Tiradentes, permitindo observar como serviços, órgãos e edifícios institucionais estruturam bairros, fluxos e memórias coletivas. funciona como ponto de ligação entre gestão pública, cotidiano urbano e história social.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0510,CH-0510,CIN,Local,Instituição,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0524,CH-0524,Cine Teatro Apolo,Local,Cinema,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0083,CH-0083,Cinema da Glória,Local,Cinema,São José,Recife,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzDAstq02kNntTQyqrU7FozutlyzGLmKZ3dkcEjCzPMdlQqJ063eF0H9He_O2flY8LugC2FCeHfQfmM-lxCcjXMUuQKqtE00-w3BnEy1oH7UmbgPgMr6vWFayYrcZtnZ7eTLBF7s93lxsMjcTGVuSNY2sgqfRKt0ykpmoZcRA3GCgv_0zrVVFtRSpfcTbQtj6_oZQUeXxXPqw?fife=s16383,"Cinema da Gloria é uma cinema localizada em São José, no Recife/Pernambuco. O espaço se relaciona à formação cultural, educacional ou artística de Pernambuco e ajuda a preservar memórias, práticas e experiências coletivas. aparece associado a Mercado de São José, indicando sua função como registro de conhecimento, sociabilidade e produção cultural. o registro aproxima educação, patrimônio, cultura urbana e trajetórias históricas que atravessam a cidade.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0525,CH-0525,Cinema Veneza,Local,Cinema,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0527,CH-0527,Clube Barroso,Local,Clube,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0445,CH-0445,Clube Carnavalesco Misto Elefante de Olinda,Local,Agremiação Carnavalesca,,Pernambuco,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxpJx1Pe0ovWeauhNLrCUPrwXGUkEQeylzifRv8UwmLjUqw3EzQLWo9iX0pEZ_ZX68F4o-0gGpxFS1NqyZfEA-NlRerAZqlD8OIVhbuIfNrZMKstzSDb3fBeIFy4BefGikcDvvKozuhuAbxqIDuBkiGaBla-2ZEhY3TsZg8zLQsS9b6zq1ICD26vsRTsa1uwVUgrZAfyy1LzHA?fife=s16383,"1952 - Clube Carnavalesco Misto Elefante de Olinda, fundado em 12 de fevereiro de 1952 por Auriverto Lopes, Caio Gomes, Élcio Siqueira, Walter Damasceno, Claudio Nigro, Expedito e Marcone Felizola na casa de Dona Linda, na Rua do Bonfim. Na brincadeira do carnaval de Olinda, o grupo de rapazes entrou na casa de Dona Linda e pegou um elefante que decorava a sala. Assim, saíram pelas ladeiras com o efeite gritando “Elefante! Elefante! Elefante...”. No outro ano, já criaram um estandarte de papelão e saíram vestidos com pano de estopa. Foi deste modo que surgiu o Clube que é famoso pelo seu singular hino e pelo luxo das suas fantasias. As cores do clube são vermelho e branco por conta do extinto Bonfim Atlético Clube, que emprestou seus uniformes para o Elefante de Olinda desfilar nos seus primeiros anos. Seu hino, ""Olinda nº 2"", foi composto por Claudio Nigro e Clóvis Pereira; é uma das mais executada no carnaval de Pernambuco e é considerada quase um hino de Olinda. Ela chegou a ser oferecida à Pitombeira, que a recusou. Três anos depois, ao ser criado o bloco, foi oferecida ao Elefante, que aceitou após Cláudio Nigro incluir a palavra ""elefante"". ""Ao som dos clarins de momo O povo aclama com todo ardor O elefante exaltando as suas tradições E também seu esplendor Olinda, este meu canto Foi inspirado em teu louvor Entre confetes, serpentinas, venho te oferecer Com alegria o meu amor Olinda, quero cantar A ti, esta canção Teus coqueirais, o teu sol, o teu mar Faz vibrar meu coração De amor a sonhar, minha Olinda sem igual Salve o teu carnaval"" foto de Hugo Muniz",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0528,CH-0528,Clube Carnavalesco Misto Vassourinhas,Local,Clube,,Olinda,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0446,CH-0446,Clube Carnavalesco Misto Vassourinhas de Olinda,Local,Agremiação Carnavalesca,,Pernambuco,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzFcN-PUsm7Givm85_s9vtmLVz7dXui3_q8J5CEdwl_CQlE6qnS4CXUoTHv27d3mXF7ljO_O55fidqvYNEDmNmou7-Tdd2F5usYwJyGXEU8r5yI26oPvJqOnTEDSK_sMSbbKBiwK0v17CrpkaMO3kKA6hlz3tgX_6TvJXv3BGvw1mVcWlFHYWQlGEyIThCDoeMpwg-_EjaS0Q?fife=s16383,"1889 - Fundado no bairro do Beberibe no dia 6 de janeiro de 1889, por um grupo que incluía o alfaiate Andrade, Carrinho, João do Carmo, Epifânio, Matias da Rocha e seu irmão Cosme. A sua está também ligada ao surgimento da sua Marcha nº 1, conhecida nacionalmente e que se tornou o hino do Carnaval de Pernambuco, aquecendo, animando e reanimando os foliões nas ruas e nos clubes. A canção foi composta em um mocambo da localidade de Porto da Madeira, no Arruda, em 1909, por Joana Batista e Teodoro Matias da Rocha, um dos fundadores), desde então um grande sucesso nos carnavais.[1] Vassourinhas é também marcado pela inovação. Durante a volta de uma turnê ao Rio de Janeiro, em 1950, com uma escala em Salvador, que o grupo fez uma apresentação a convite da prefeitura, tiveram participação direta na invenção do primeiro trio elétrico. Durante o arrasto, que já contava com milhares de pessoas, um dos músicos se machucou, interrompendo a festa e inspirando a dupla baiana Dodô e Osmar, mecânico e radio técnico, respectivamente, a adaptar uma fóbica (um modelo Ford 1929) a ligar uma guitarra a bateria do automóvel e saíram pelas ruas, com Vassourinhas em cima do veículo, tocando Frevo. Estavam inventados o Trio elétrico e a guitarra elétrica.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0529,CH-0529,Clube de Fluvial Recreativo,Local,Clube,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0530,CH-0530,Clube de Frevo Lenhadores,Local,Clube,,Olinda,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0531,CH-0531,Clube de Frevo Vassourinhas,Local,Clube,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0085,CH-0085,Clube Internacional do Recife,Local,Clube,Madalena,Recife,Pernambuco,Brasil,,,,"Clube Intercional do Recife é um clube localizado em Madalena, no Recife/Pernambuco. O registro se relaciona à cultura popular, à sociabilidade de bairro e às manifestações festivas que marcam a identidade de Pernambuco. aparece associado a Roberto Burle Marx e Praça Euclides da Cunha, mostrando como clubes, agremiações e espaços coletivos conectam música, carnaval, esporte, lazer e memória comunitária. Clube Intercional do Recife ajuda a revelar a cidade como rede viva de encontros e tradições.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0086,CH-0086,Clube Náutico Capibaribe,Local,Clube,Aflitos,Recife,Pernambuco,Brasil,,,http://www.waintercambio.com.br/wp-content/uploads/2017/10/nautico-site.jpg,"Das regatas que celebravam a vitória legalista e destruição de Canudos, nasceu o Clube das Regatas Náutico Capibaribe O Náutico celebrou 120 anos no dia 7/4/21, mas sua história começa antes ainda. Precisamente em 1987, quando um grupo de rapazes, amantes da prática do remo, nas então águas claras do Capibaribe, que saiam do Cais da Lingueta até o bairro de Apipucos, então já uma zona para famílias abastadas, entre eles Hermann Ledebour e o líder do grupo João Victor da Cruz Alfarra. Para celebrar a vitória legalista em Canudos, uma regata foi organizada para 21/11/1987 e seu sucesso serviu de incentivo para criação do Clube dos Pimpões, que imediatamente rivalizou com o grupo da Lingueta. O Clube dos Pimpões foi transformado em Clube Náutico Capibaribe ao ser reorganizado, depois de uma existência efêmera, a reunião de fundação aconteceu em 7/4/1901, sendo o primeiro presidente Antonio Dias Ferreira. Do Remo ao Futebol se lavra com o Clássico dos Clássicos A prática futebolística já tinha feito o Náutico perder sócios para o Sport, fundado em 1905 pelo ex-sócio Guilherme de Aquino, que enxergou cedo o forte apelo popular do esporte inglês, cuja resistência pela adoção era liderada no Náutico por ninguém menos que Bento Magalhães, o que só iria ocorrer em 14/7/1909 por iniciativa do presidente Ernesto Pereira Carneiro, que temia mais perdas em suas fileiras. No dia 24/7/1909 disputado o primeiro Clássico dos Clássicos, no Britsh Club, a época localizado na Avenida Rui Barbosa, resultando em surpreendente vitória dos novatos: 3 x 1. Começava assim a maior rivalidade do futebol pernambucano.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0087,CH-0087,Clube Português,Local,Clube,Graças,Recife,Pernambuco,Brasil,,,http://jconlineimagem.ne10.uol.com.br/imagem/noticia/2016/11/24/normal/62ea7468e55a4096f6aef0de7bf04d83.jpg,"Clube Portugues é um clube localizado em Graças, no Recife/Pernambuco. O registro se relaciona à cultura popular, à sociabilidade de bairro e às manifestações festivas que marcam a identidade de Pernambuco. aparece associado a Avenida Rosa e Silva e Praça do Entrocamento, mostrando como clubes, agremiações e espaços coletivos conectam música, carnaval, esporte, lazer e memória comunitária. Clube Portugues ajuda a revelar a cidade como rede viva de encontros e tradições.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
